,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,topic
2017-12-09,8.0,0.0,0.0,1.0,3.0,2.0,Gender
2017-12-10,9.0,0.0,0.0,1.0,3.0,2.0,Gender
2017-12-11,9.0,0.0,0.0,1.0,3.0,2.0,Gender
2017-12-12,8.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-13,8.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-14,8.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-15,5.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-16,4.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-17,3.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-18,4.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-19,4.0,0.0,0.0,1.0,3.0,3.0,Gender
2017-12-20,4.0,1.0,0.0,1.0,3.0,2.0,Gender
2017-12-21,5.0,1.0,0.0,1.0,1.0,2.0,Gender
2017-12-22,5.0,1.0,0.0,1.0,1.0,2.0,Gender
2017-12-23,6.0,1.0,1.0,1.0,1.0,2.0,Gender
2017-12-24,5.0,1.0,1.0,1.0,1.0,2.0,Gender
2017-12-25,5.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-26,4.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-27,4.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-28,4.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-29,4.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-30,4.0,1.0,1.0,1.0,1.0,1.0,Gender
2017-12-31,4.0,1.0,1.0,0.0,1.0,1.0,Gender
2018-01-01,4.0,1.0,1.0,0.0,1.0,1.0,Gender
2018-01-02,4.0,1.0,1.0,0.0,1.0,1.0,Gender
2018-01-03,10.0,1.0,1.0,0.0,4.0,1.0,Gender
2018-01-04,10.0,2.0,1.0,0.0,4.0,1.0,Gender
2018-01-05,10.0,2.0,1.0,0.0,4.0,1.0,Gender
2018-01-06,11.0,2.0,1.0,0.0,3.0,1.0,Gender
2018-01-07,11.0,2.0,1.0,0.0,3.0,1.0,Gender
2018-01-08,11.0,2.0,1.0,1.0,4.0,1.0,Gender
2018-01-09,10.0,2.0,1.0,1.0,4.0,1.0,Gender
2018-01-10,10.0,2.0,1.0,1.0,4.0,1.0,Gender
2018-01-11,10.0,2.0,1.0,1.0,4.0,0.0,Gender
2018-01-12,10.0,2.0,1.0,1.0,4.0,0.0,Gender
2018-01-13,10.0,2.0,1.0,1.0,4.0,0.0,Gender
2018-01-14,10.0,2.0,1.0,1.0,4.0,0.0,Gender
2018-01-15,10.0,2.0,1.0,3.0,4.0,0.0,Gender
2018-01-16,10.0,2.0,1.0,3.0,4.0,0.0,Gender
2018-01-17,9.0,2.0,1.0,3.0,4.0,0.0,Gender
2018-01-18,9.0,2.0,1.0,3.0,4.0,0.0,Gender
2018-01-19,9.0,1.0,1.0,4.0,4.0,0.0,Gender
2018-01-20,8.0,1.0,1.0,4.0,4.0,0.0,Gender
2018-01-21,8.0,1.0,1.0,4.0,4.0,0.0,Gender
2018-01-22,7.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-23,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-24,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-25,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-26,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-27,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-28,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-29,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-30,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-01-31,8.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-02-01,9.0,1.0,0.0,4.0,4.0,0.0,Gender
2018-02-02,4.0,1.0,0.0,4.0,1.0,0.0,Gender
2018-02-03,4.0,0.0,0.0,4.0,1.0,0.0,Gender
2018-02-04,4.0,0.0,0.0,4.0,1.0,0.0,Gender
2018-02-05,3.0,0.0,0.0,4.0,1.0,0.0,Gender
2018-02-06,7.0,0.0,0.0,4.0,1.0,0.0,Gender
2018-02-07,8.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-08,8.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-09,8.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-10,9.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-11,9.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-12,9.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-13,9.0,0.0,0.0,3.0,0.0,0.0,Gender
2018-02-14,10.0,0.0,0.0,1.0,0.0,0.0,Gender
2018-02-15,11.0,0.0,0.0,1.0,0.0,0.0,Gender
2018-02-16,11.0,0.0,0.0,1.0,0.0,0.0,Gender
2018-02-17,13.0,0.0,0.0,1.0,0.0,0.0,Gender
2018-02-18,13.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-19,13.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-20,13.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-21,13.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-22,12.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-23,12.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-24,12.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-25,12.0,0.0,0.0,0.0,0.0,0.0,Gender
2018-02-26,12.0,1.0,0.0,0.0,0.0,0.0,Gender
2018-02-27,12.0,1.0,0.0,0.0,0.0,0.0,Gender
2018-02-28,12.0,1.0,0.0,0.0,0.0,0.0,Gender
2018-03-01,12.0,1.0,0.0,0.0,0.0,0.0,Gender
2018-03-02,12.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-03-03,12.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-03-04,12.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-03-05,13.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-03-06,13.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-03-07,13.0,2.0,0.0,2.0,3.0,1.0,Gender
2018-03-08,9.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-09,8.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-10,8.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-11,8.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-12,7.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-13,9.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-14,9.0,2.0,1.0,5.0,5.0,2.0,Gender
2018-03-15,10.0,2.0,1.0,6.0,5.0,2.0,Gender
2018-03-16,10.0,2.0,1.0,6.0,5.0,4.0,Gender
2018-03-17,9.0,2.0,1.0,6.0,5.0,4.0,Gender
2018-03-18,9.0,2.0,1.0,8.0,5.0,4.0,Gender
2018-03-19,7.0,2.0,1.0,8.0,5.0,4.0,Gender
2018-03-20,7.0,2.0,1.0,8.0,5.0,4.0,Gender
2018-03-21,7.0,2.0,1.0,8.0,5.0,4.0,Gender
2018-03-22,7.0,2.0,1.0,8.0,5.0,4.0,Gender
2018-03-23,7.0,2.0,1.0,9.0,5.0,4.0,Gender
2018-03-24,7.0,2.0,1.0,9.0,5.0,4.0,Gender
2018-03-25,7.0,2.0,1.0,9.0,5.0,4.0,Gender
2018-03-26,7.0,2.0,2.0,9.0,5.0,4.0,Gender
2018-03-27,7.0,2.0,2.0,9.0,5.0,4.0,Gender
2018-03-28,7.0,1.0,2.0,9.0,5.0,4.0,Gender
2018-03-29,7.0,1.0,2.0,9.0,5.0,4.0,Gender
2018-03-30,7.0,1.0,2.0,9.0,5.0,4.0,Gender
2018-03-31,7.0,1.0,2.0,9.0,5.0,4.0,Gender
2018-04-01,7.0,1.0,2.0,8.0,5.0,4.0,Gender
2018-04-02,6.0,1.0,2.0,8.0,5.0,4.0,Gender
2018-04-03,6.0,1.0,2.0,8.0,5.0,4.0,Gender
2018-04-04,5.0,0.0,2.0,8.0,5.0,4.0,Gender
2018-04-05,5.0,0.0,2.0,8.0,5.0,4.0,Gender
2018-04-06,5.0,0.0,2.0,7.0,2.0,3.0,Gender
2018-04-07,5.0,0.0,1.0,4.0,0.0,2.0,Gender
2018-04-08,5.0,0.0,1.0,4.0,0.0,2.0,Gender
2018-04-09,6.0,1.0,1.0,4.0,0.0,2.0,Gender
2018-04-10,6.0,1.0,1.0,4.0,0.0,2.0,Gender
2018-04-11,6.0,1.0,1.0,4.0,0.0,2.0,Gender
2018-04-12,4.0,1.0,1.0,4.0,0.0,2.0,Gender
2018-04-13,6.0,1.0,1.0,5.0,0.0,2.0,Gender
2018-04-14,6.0,1.0,1.0,4.0,0.0,2.0,Gender
2018-04-15,5.0,1.0,1.0,4.0,0.0,0.0,Gender
2018-04-16,5.0,1.0,1.0,4.0,0.0,0.0,Gender
2018-04-17,5.0,1.0,1.0,2.0,0.0,0.0,Gender
2018-04-18,5.0,1.0,1.0,2.0,0.0,0.0,Gender
2018-04-19,5.0,1.0,1.0,2.0,0.0,0.0,Gender
2018-04-20,5.0,1.0,1.0,2.0,0.0,0.0,Gender
2018-04-21,5.0,1.0,1.0,2.0,0.0,0.0,Gender
2018-04-22,5.0,1.0,1.0,1.0,0.0,0.0,Gender
2018-04-23,5.0,1.0,1.0,1.0,0.0,0.0,Gender
2018-04-24,5.0,1.0,1.0,1.0,0.0,0.0,Gender
2018-04-25,5.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-04-26,5.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-04-27,5.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-04-28,5.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-04-29,5.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-04-30,5.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-01,5.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-02,5.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-03,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-04,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-05,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-06,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-07,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-08,4.0,2.0,0.0,1.0,0.0,0.0,Gender
2018-05-09,3.0,1.0,0.0,1.0,0.0,0.0,Gender
2018-05-10,4.0,1.0,0.0,1.0,1.0,0.0,Gender
2018-05-11,4.0,1.0,0.0,1.0,1.0,0.0,Gender
2018-05-12,4.0,1.0,0.0,2.0,1.0,0.0,Gender
2018-05-13,2.0,1.0,0.0,1.0,1.0,0.0,Gender
2018-05-14,1.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-15,3.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-16,3.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-17,3.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-18,3.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-19,3.0,1.0,3.0,1.0,1.0,0.0,Gender
2018-05-20,5.0,2.0,3.0,1.0,1.0,0.0,Gender
2018-05-21,5.0,3.0,3.0,1.0,1.0,0.0,Gender
2018-05-22,5.0,3.0,3.0,1.0,1.0,0.0,Gender
2018-05-23,5.0,3.0,3.0,1.0,1.0,0.0,Gender
2018-05-24,5.0,3.0,3.0,2.0,1.0,0.0,Gender
2018-05-25,5.0,3.0,3.0,2.0,1.0,0.0,Gender
2018-05-26,5.0,3.0,3.0,3.0,1.0,0.0,Gender
2018-05-27,5.0,3.0,3.0,3.0,2.0,0.0,Gender
2018-05-28,5.0,3.0,3.0,3.0,2.0,0.0,Gender
2018-05-29,5.0,3.0,3.0,3.0,2.0,1.0,Gender
2018-05-30,5.0,2.0,3.0,3.0,2.0,1.0,Gender
2018-05-31,5.0,2.0,3.0,3.0,2.0,1.0,Gender
2018-06-01,5.0,2.0,3.0,3.0,2.0,1.0,Gender
2018-06-02,5.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-03,5.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-04,6.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-05,6.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-06,6.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-07,6.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-08,6.0,2.0,3.0,3.0,3.0,1.0,Gender
2018-06-09,5.0,2.0,3.0,3.0,2.0,1.0,Gender
2018-06-10,5.0,2.0,3.0,3.0,2.0,1.0,Gender
2018-06-11,6.0,2.0,3.0,4.0,5.0,1.0,Gender
2018-06-12,6.0,2.0,3.0,4.0,5.0,1.0,Gender
2018-06-13,6.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-14,5.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-15,5.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-16,5.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-17,5.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-18,5.0,2.0,0.0,4.0,5.0,1.0,Gender
2018-06-19,3.0,1.0,0.0,4.0,5.0,1.0,Gender
2018-06-20,3.0,0.0,0.0,4.0,5.0,1.0,Gender
2018-06-21,3.0,0.0,0.0,4.0,5.0,1.0,Gender
2018-06-22,3.0,0.0,0.0,4.0,5.0,1.0,Gender
2018-06-23,3.0,0.0,0.0,4.0,5.0,1.0,Gender
2018-06-24,3.0,0.0,0.0,4.0,5.0,1.0,Gender
2018-06-25,3.0,0.0,0.0,3.0,5.0,1.0,Gender
2018-06-26,3.0,0.0,0.0,3.0,4.0,1.0,Gender
2018-06-27,3.0,0.0,0.0,3.0,4.0,1.0,Gender
2018-06-28,3.0,0.0,0.0,3.0,6.0,0.0,Gender
2018-06-29,3.0,0.0,0.0,3.0,6.0,0.0,Gender
2018-06-30,3.0,0.0,0.0,3.0,6.0,0.0,Gender
2018-07-01,3.0,0.0,0.0,3.0,6.0,0.0,Gender
2018-07-02,3.0,0.0,0.0,3.0,5.0,0.0,Gender
2018-07-03,3.0,0.0,0.0,4.0,5.0,0.0,Gender
2018-07-04,3.0,0.0,0.0,4.0,5.0,0.0,Gender
2018-07-05,3.0,0.0,0.0,4.0,5.0,0.0,Gender
2018-07-06,3.0,0.0,0.0,4.0,6.0,0.0,Gender
2018-07-07,3.0,0.0,0.0,4.0,6.0,0.0,Gender
2018-07-08,3.0,0.0,0.0,4.0,6.0,0.0,Gender
2018-07-09,3.0,0.0,0.0,4.0,6.0,0.0,Gender
2018-07-10,3.0,0.0,0.0,4.0,6.0,0.0,Gender
2018-07-11,2.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-07-12,2.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-07-13,2.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-14,1.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-15,1.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-16,1.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-17,1.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-18,1.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-19,2.0,0.0,0.0,3.0,5.0,0.0,Gender
2018-07-20,3.0,0.0,0.0,3.0,5.0,0.0,Gender
2018-07-21,3.0,0.0,0.0,3.0,5.0,0.0,Gender
2018-07-22,3.0,0.0,0.0,3.0,5.0,0.0,Gender
2018-07-23,3.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-24,3.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-25,3.0,0.0,0.0,2.0,5.0,0.0,Gender
2018-07-26,3.0,0.0,0.0,2.0,6.0,0.0,Gender
2018-07-27,3.0,0.0,0.0,2.0,6.0,0.0,Gender
2018-07-28,3.0,0.0,0.0,2.0,4.0,0.0,Gender
2018-07-29,3.0,0.0,0.0,2.0,4.0,0.0,Gender
2018-07-30,3.0,0.0,0.0,2.0,4.0,0.0,Gender
2018-07-31,4.0,0.0,0.0,2.0,4.0,2.0,Gender
2018-08-01,4.0,0.0,0.0,2.0,4.0,2.0,Gender
2018-08-02,5.0,0.0,0.0,1.0,4.0,2.0,Gender
2018-08-03,4.0,0.0,0.0,1.0,4.0,2.0,Gender
2018-08-04,4.0,0.0,0.0,1.0,4.0,2.0,Gender
2018-08-05,5.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-06,5.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-07,5.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-08,7.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-09,7.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-10,8.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-11,8.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-08-12,8.0,0.0,0.0,1.0,1.0,2.0,Gender
2018-08-13,8.0,0.0,0.0,2.0,1.0,2.0,Gender
2018-08-14,8.0,0.0,0.0,2.0,1.0,2.0,Gender
2018-08-15,13.0,0.0,0.0,2.0,1.0,2.0,Gender
2018-08-16,14.0,0.0,1.0,2.0,1.0,2.0,Gender
2018-08-17,15.0,0.0,1.0,2.0,1.0,2.0,Gender
2018-08-18,15.0,0.0,1.0,1.0,1.0,2.0,Gender
2018-08-19,14.0,0.0,1.0,1.0,1.0,2.0,Gender
2018-08-20,14.0,0.0,1.0,1.0,1.0,2.0,Gender
2018-08-21,14.0,0.0,1.0,1.0,1.0,2.0,Gender
2018-08-22,14.0,0.0,1.0,1.0,1.0,2.0,Gender
2018-08-23,14.0,0.0,2.0,4.0,1.0,2.0,Gender
2018-08-24,14.0,0.0,2.0,4.0,1.0,2.0,Gender
2018-08-25,14.0,0.0,2.0,4.0,0.0,2.0,Gender
2018-08-26,14.0,0.0,2.0,5.0,0.0,2.0,Gender
2018-08-27,14.0,0.0,2.0,5.0,0.0,2.0,Gender
2018-08-28,14.0,0.0,2.0,5.0,0.0,2.0,Gender
2018-08-29,15.0,0.0,2.0,5.0,0.0,2.0,Gender
2018-08-30,14.0,0.0,2.0,5.0,0.0,0.0,Gender
2018-08-31,14.0,0.0,2.0,5.0,0.0,0.0,Gender
2018-09-01,13.0,0.0,2.0,6.0,0.0,0.0,Gender
2018-09-02,13.0,0.0,2.0,6.0,0.0,0.0,Gender
2018-09-03,13.0,0.0,2.0,6.0,0.0,0.0,Gender
2018-09-04,12.0,0.0,2.0,6.0,0.0,0.0,Gender
2018-09-05,14.0,0.0,2.0,6.0,0.0,0.0,Gender
2018-09-06,15.0,0.0,2.0,6.0,1.0,0.0,Gender
2018-09-07,14.0,0.0,2.0,6.0,1.0,0.0,Gender
2018-09-08,14.0,0.0,2.0,6.0,1.0,0.0,Gender
2018-09-09,15.0,0.0,2.0,6.0,1.0,0.0,Gender
2018-09-10,16.0,0.0,2.0,6.0,3.0,0.0,Gender
2018-09-11,16.0,0.0,2.0,6.0,3.0,0.0,Gender
2018-09-12,16.0,0.0,2.0,5.0,3.0,0.0,Gender
2018-09-13,16.0,0.0,2.0,5.0,3.0,0.0,Gender
2018-09-14,12.0,0.0,2.0,5.0,3.0,0.0,Gender
2018-09-15,11.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-16,10.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-17,9.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-18,10.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-19,10.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-20,10.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-21,10.0,0.0,1.0,5.0,3.0,0.0,Gender
2018-09-22,11.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-09-23,11.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-09-24,11.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-09-25,11.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-09-26,12.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-09-27,13.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-09-28,12.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-09-29,12.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-09-30,12.0,0.0,0.0,2.0,3.0,0.0,Gender
2018-10-01,12.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-10-02,12.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-10-03,12.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-10-04,12.0,0.0,0.0,1.0,3.0,0.0,Gender
2018-10-05,10.0,0.0,0.0,1.0,3.0,2.0,Gender
2018-10-06,9.0,0.0,0.0,2.0,2.0,2.0,Gender
2018-10-07,8.0,0.0,0.0,2.0,2.0,2.0,Gender
2018-10-08,8.0,0.0,0.0,2.0,2.0,2.0,Gender
2018-10-09,7.0,0.0,0.0,2.0,2.0,2.0,Gender
2018-10-10,8.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-11,8.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-12,9.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-13,10.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-14,10.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-15,10.0,0.0,0.0,4.0,0.0,2.0,Gender
2018-10-16,10.0,0.0,0.0,5.0,0.0,2.0,Gender
2018-10-17,11.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-18,10.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-19,11.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-20,11.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-21,12.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-22,11.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-23,12.0,0.0,0.0,7.0,1.0,2.0,Gender
2018-10-24,12.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-10-25,12.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-10-26,11.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-10-27,10.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-10-28,10.0,0.0,0.0,7.0,3.0,2.0,Gender
2018-10-29,10.0,0.0,0.0,7.0,3.0,2.0,Gender
2018-10-30,10.0,0.0,0.0,7.0,3.0,2.0,Gender
2018-10-31,10.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-11-01,10.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-11-02,11.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-11-03,12.0,0.0,0.0,8.0,3.0,2.0,Gender
2018-11-04,12.0,0.0,0.0,8.0,3.0,0.0,Gender
2018-11-05,12.0,0.0,0.0,7.0,4.0,0.0,Gender
2018-11-06,12.0,0.0,0.0,7.0,5.0,0.0,Gender
2018-11-07,12.0,0.0,0.0,7.0,5.0,0.0,Gender
2018-11-08,11.0,0.0,0.0,7.0,5.0,0.0,Gender
2018-11-09,9.0,0.0,0.0,5.0,5.0,0.0,Gender
2018-11-10,9.0,1.0,0.0,5.0,6.0,0.0,Gender
2018-11-11,8.0,1.0,0.0,5.0,6.0,0.0,Gender
2018-11-12,7.0,1.0,0.0,5.0,7.0,0.0,Gender
2018-11-13,9.0,1.0,0.0,5.0,8.0,0.0,Gender
2018-11-14,9.0,1.0,0.0,5.0,8.0,0.0,Gender
2018-11-15,9.0,1.0,0.0,4.0,8.0,0.0,Gender
2018-11-16,8.0,2.0,0.0,2.0,7.0,0.0,Gender
2018-11-17,8.0,2.0,0.0,2.0,7.0,0.0,Gender
2018-11-18,7.0,2.0,0.0,2.0,7.0,0.0,Gender
2018-11-19,7.0,2.0,0.0,3.0,7.0,0.0,Gender
2018-11-20,6.0,2.0,0.0,3.0,7.0,0.0,Gender
2018-11-21,6.0,2.0,0.0,3.0,7.0,0.0,Gender
2018-11-22,6.0,2.0,0.0,3.0,7.0,0.0,Gender
2018-11-23,6.0,2.0,0.0,2.0,5.0,0.0,Gender
2018-11-24,6.0,2.0,0.0,2.0,5.0,0.0,Gender
2018-11-25,6.0,2.0,1.0,2.0,5.0,0.0,Gender
2018-11-26,6.0,2.0,1.0,2.0,5.0,0.0,Gender
2018-11-27,6.0,2.0,1.0,3.0,5.0,0.0,Gender
2018-11-28,6.0,2.0,1.0,3.0,6.0,0.0,Gender
2018-11-29,6.0,2.0,1.0,3.0,6.0,0.0,Gender
2018-11-30,6.0,2.0,1.0,2.0,6.0,0.0,Gender
2018-12-01,6.0,2.0,1.0,2.0,6.0,0.0,Gender
2018-12-02,5.0,2.0,1.0,2.0,6.0,0.0,Gender
2018-12-03,5.0,2.0,1.0,2.0,6.0,0.0,Gender
2018-12-04,5.0,2.0,1.0,2.0,7.0,0.0,Gender
2018-12-05,5.0,2.0,1.0,3.0,6.0,0.0,Gender
2018-12-06,5.0,2.0,1.0,4.0,5.0,0.0,Gender
2018-12-07,6.0,2.0,2.0,4.0,5.0,0.0,Gender
2018-12-08,6.0,2.0,2.0,4.0,5.0,0.0,Gender
2018-12-09,6.0,2.0,2.0,4.0,5.0,0.0,Gender
