,Gender,Geschlecht,tweet_genders,Feminismus,Frauen,Männer,party
2019-03-19,9.0,15.0,227.0,11.0,272.0,56.0,LINKE
2019-03-20,9.0,16.0,226.0,11.0,265.0,52.0,LINKE
2019-03-21,9.0,16.0,232.0,11.0,264.0,51.0,LINKE
2019-03-22,10.0,16.0,234.0,11.0,265.0,52.0,LINKE
2019-03-23,10.0,16.0,236.0,12.0,264.0,52.0,LINKE
2019-03-24,10.0,16.0,239.0,12.0,262.0,51.0,LINKE
2019-03-25,10.0,15.0,240.0,11.0,258.0,49.0,LINKE
2019-03-26,10.0,16.0,239.0,12.0,259.0,49.0,LINKE
2019-03-27,10.0,15.0,237.0,12.0,253.0,48.0,LINKE
2019-03-28,10.0,15.0,238.0,12.0,257.0,47.0,LINKE
2019-03-29,10.0,15.0,236.0,12.0,257.0,48.0,LINKE
2019-03-30,10.0,15.0,235.0,12.0,251.0,47.0,LINKE
2019-03-31,10.0,15.0,232.0,12.0,252.0,47.0,LINKE
2019-04-01,10.0,13.0,234.0,12.0,247.0,43.0,LINKE
2019-04-02,9.0,14.0,229.0,12.0,241.0,42.0,LINKE
2019-04-03,9.0,14.0,227.0,12.0,239.0,41.0,LINKE
2019-04-04,9.0,13.0,226.0,12.0,225.0,38.0,LINKE
2019-04-05,9.0,12.0,219.0,12.0,215.0,36.0,LINKE
2019-04-06,6.0,12.0,211.0,12.0,210.0,34.0,LINKE
2019-04-07,6.0,12.0,205.0,12.0,201.0,33.0,LINKE
2019-04-08,5.0,12.0,204.0,12.0,196.0,33.0,LINKE
2019-04-09,5.0,12.0,200.0,12.0,196.0,33.0,LINKE
2019-04-10,6.0,12.0,203.0,13.0,197.0,34.0,LINKE
2019-04-11,6.0,14.0,205.0,13.0,196.0,33.0,LINKE
2019-04-12,6.0,13.0,205.0,12.0,192.0,32.0,LINKE
2019-04-13,6.0,13.0,204.0,12.0,188.0,32.0,LINKE
2019-04-14,6.0,12.0,201.0,12.0,184.0,32.0,LINKE
2019-04-15,6.0,12.0,197.0,12.0,183.0,31.0,LINKE
2019-04-16,6.0,12.0,191.0,12.0,179.0,30.0,LINKE
2019-04-17,6.0,14.0,191.0,12.0,178.0,30.0,LINKE
2019-04-18,6.0,15.0,194.0,12.0,176.0,30.0,LINKE
2019-04-19,6.0,15.0,187.0,12.0,172.0,30.0,LINKE
2019-04-20,6.0,14.0,185.0,12.0,168.0,30.0,LINKE
2019-04-21,6.0,14.0,181.0,12.0,165.0,29.0,LINKE
2019-04-22,6.0,14.0,173.0,12.0,154.0,28.0,LINKE
2019-04-23,6.0,13.0,171.0,11.0,149.0,28.0,LINKE
2019-04-24,7.0,13.0,169.0,9.0,145.0,27.0,LINKE
2019-04-25,6.0,13.0,169.0,9.0,147.0,28.0,LINKE
2019-04-26,6.0,13.0,170.0,9.0,146.0,28.0,LINKE
2019-04-27,6.0,13.0,170.0,9.0,145.0,28.0,LINKE
2019-04-28,6.0,13.0,170.0,9.0,143.0,27.0,LINKE
2019-04-29,6.0,14.0,170.0,9.0,139.0,26.0,LINKE
2019-04-30,7.0,14.0,162.0,8.0,136.0,26.0,LINKE
2019-05-01,7.0,14.0,164.0,8.0,136.0,26.0,LINKE
2019-05-02,7.0,16.0,168.0,8.0,138.0,27.0,LINKE
2019-05-03,7.0,15.0,169.0,8.0,136.0,27.0,LINKE
2019-05-04,7.0,15.0,169.0,7.0,131.0,26.0,LINKE
2019-05-05,7.0,15.0,169.0,7.0,130.0,25.0,LINKE
2019-05-06,6.0,15.0,167.0,6.0,117.0,22.0,LINKE
2019-05-07,6.0,14.0,168.0,6.0,78.0,19.0,LINKE
2019-05-08,6.0,14.0,164.0,6.0,71.0,18.0,LINKE
2019-05-09,5.0,15.0,166.0,5.0,71.0,19.0,LINKE
2019-05-10,4.0,17.0,165.0,5.0,71.0,19.0,LINKE
2019-05-11,4.0,17.0,159.0,5.0,70.0,19.0,LINKE
2019-05-12,4.0,17.0,156.0,5.0,71.0,19.0,LINKE
2019-05-13,4.0,17.0,154.0,5.0,72.0,20.0,LINKE
2019-05-14,4.0,17.0,147.0,5.0,71.0,17.0,LINKE
2019-05-15,4.0,17.0,151.0,5.0,70.0,17.0,LINKE
2019-05-16,4.0,17.0,155.0,7.0,74.0,19.0,LINKE
2019-05-17,4.0,15.0,155.0,7.0,59.0,13.0,LINKE
2019-05-18,4.0,15.0,154.0,7.0,59.0,13.0,LINKE
2019-05-19,4.0,14.0,150.0,7.0,57.0,12.0,LINKE
2019-05-20,4.0,14.0,142.0,7.0,57.0,12.0,LINKE
2019-05-21,3.0,14.0,143.0,7.0,55.0,10.0,LINKE
2019-05-22,7.0,14.0,145.0,6.0,55.0,10.0,LINKE
2019-05-23,7.0,15.0,149.0,6.0,55.0,10.0,LINKE
2019-05-24,7.0,15.0,155.0,5.0,56.0,11.0,LINKE
2019-05-25,7.0,14.0,151.0,4.0,54.0,11.0,LINKE
2019-05-26,7.0,14.0,156.0,4.0,54.0,12.0,LINKE
2019-05-27,7.0,14.0,157.0,4.0,50.0,12.0,LINKE
2019-05-28,7.0,15.0,159.0,4.0,50.0,11.0,LINKE
2019-05-29,7.0,18.0,159.0,4.0,54.0,13.0,LINKE
2019-05-30,7.0,18.0,160.0,4.0,53.0,13.0,LINKE
2019-05-31,7.0,18.0,159.0,4.0,52.0,12.0,LINKE
2019-06-01,7.0,16.0,157.0,4.0,52.0,12.0,LINKE
2019-06-02,7.0,16.0,155.0,4.0,52.0,12.0,LINKE
2019-06-03,7.0,17.0,157.0,4.0,53.0,13.0,LINKE
2019-06-04,7.0,17.0,157.0,4.0,54.0,13.0,LINKE
2019-06-05,7.0,18.0,158.0,4.0,55.0,13.0,LINKE
2019-06-06,8.0,18.0,157.0,4.0,56.0,13.0,LINKE
2019-06-07,8.0,18.0,159.0,4.0,55.0,14.0,LINKE
2019-06-08,8.0,18.0,159.0,4.0,55.0,14.0,LINKE
2019-06-09,7.0,18.0,153.0,3.0,57.0,15.0,LINKE
2019-06-10,7.0,16.0,151.0,3.0,57.0,15.0,LINKE
2019-06-11,7.0,16.0,152.0,3.0,58.0,15.0,LINKE
2019-06-12,7.0,16.0,151.0,3.0,57.0,15.0,LINKE
2019-06-13,7.0,18.0,152.0,3.0,59.0,15.0,LINKE
2019-06-14,7.0,18.0,154.0,3.0,62.0,15.0,LINKE
2019-06-15,7.0,18.0,155.0,3.0,62.0,15.0,LINKE
2019-06-16,8.0,16.0,151.0,3.0,59.0,16.0,LINKE
2019-06-17,8.0,16.0,146.0,3.0,59.0,16.0,LINKE
2019-06-18,9.0,16.0,151.0,3.0,60.0,17.0,LINKE
2019-06-19,9.0,16.0,151.0,3.0,62.0,17.0,LINKE
2019-06-20,9.0,16.0,154.0,3.0,62.0,17.0,LINKE
2019-06-21,9.0,16.0,160.0,3.0,62.0,17.0,LINKE
2019-06-22,9.0,16.0,167.0,3.0,62.0,17.0,LINKE
2019-06-23,8.0,16.0,175.0,3.0,61.0,17.0,LINKE
2019-06-24,8.0,16.0,177.0,3.0,58.0,16.0,LINKE
2019-06-25,8.0,16.0,173.0,3.0,59.0,16.0,LINKE
2019-06-26,8.0,16.0,176.0,3.0,61.0,17.0,LINKE
2019-06-27,8.0,16.0,178.0,3.0,63.0,18.0,LINKE
2019-06-28,8.0,16.0,181.0,3.0,62.0,18.0,LINKE
2019-06-29,7.0,16.0,179.0,3.0,60.0,17.0,LINKE
2019-06-30,7.0,16.0,176.0,3.0,60.0,17.0,LINKE
2019-07-01,7.0,14.0,175.0,3.0,57.0,16.0,LINKE
2019-07-02,7.0,14.0,177.0,3.0,57.0,16.0,LINKE
2019-07-03,7.0,14.0,180.0,4.0,60.0,18.0,LINKE
2019-07-04,7.0,15.0,182.0,4.0,58.0,18.0,LINKE
2019-07-05,8.0,15.0,179.0,5.0,59.0,18.0,LINKE
2019-07-06,8.0,15.0,176.0,5.0,60.0,18.0,LINKE
2019-07-07,8.0,15.0,176.0,5.0,58.0,18.0,LINKE
2019-07-08,9.0,14.0,175.0,5.0,59.0,18.0,LINKE
2019-07-09,9.0,12.0,181.0,5.0,58.0,18.0,LINKE
2019-07-10,9.0,12.0,178.0,5.0,57.0,18.0,LINKE
2019-07-11,9.0,12.0,180.0,6.0,56.0,18.0,LINKE
2019-07-12,9.0,12.0,177.0,6.0,55.0,17.0,LINKE
2019-07-13,9.0,12.0,172.0,6.0,53.0,17.0,LINKE
2019-07-14,9.0,12.0,168.0,6.0,52.0,17.0,LINKE
2019-07-15,9.0,12.0,164.0,4.0,49.0,15.0,LINKE
2019-07-16,9.0,12.0,167.0,4.0,50.0,15.0,LINKE
2019-07-17,9.0,13.0,171.0,4.0,50.0,16.0,LINKE
2019-07-18,9.0,13.0,176.0,4.0,51.0,16.0,LINKE
2019-07-19,9.0,14.0,180.0,4.0,52.0,16.0,LINKE
2019-07-20,9.0,14.0,180.0,4.0,51.0,16.0,LINKE
2019-07-21,5.0,14.0,175.0,4.0,50.0,16.0,LINKE
2019-07-22,5.0,13.0,172.0,4.0,50.0,17.0,LINKE
2019-07-23,5.0,13.0,164.0,4.0,48.0,16.0,LINKE
2019-07-24,5.0,13.0,165.0,5.0,49.0,16.0,LINKE
2019-07-25,5.0,13.0,161.0,5.0,49.0,15.0,LINKE
2019-07-26,5.0,13.0,161.0,5.0,50.0,15.0,LINKE
2019-07-27,5.0,12.0,160.0,5.0,49.0,15.0,LINKE
2019-07-28,5.0,10.0,160.0,5.0,45.0,13.0,LINKE
2019-07-29,5.0,10.0,160.0,5.0,45.0,13.0,LINKE
2019-07-30,5.0,10.0,160.0,5.0,51.0,13.0,LINKE
2019-07-31,5.0,10.0,162.0,5.0,51.0,13.0,LINKE
2019-08-01,5.0,10.0,162.0,5.0,51.0,13.0,LINKE
2019-08-02,5.0,9.0,159.0,5.0,51.0,12.0,LINKE
2019-08-03,5.0,9.0,159.0,5.0,50.0,12.0,LINKE
2019-08-04,5.0,8.0,155.0,5.0,49.0,12.0,LINKE
2019-08-05,4.0,8.0,159.0,5.0,50.0,12.0,LINKE
2019-08-06,4.0,8.0,158.0,5.0,51.0,12.0,LINKE
2019-08-07,4.0,8.0,158.0,5.0,52.0,12.0,LINKE
2019-08-08,4.0,8.0,160.0,5.0,49.0,10.0,LINKE
2019-08-09,4.0,8.0,159.0,5.0,48.0,10.0,LINKE
2019-08-10,4.0,8.0,156.0,5.0,47.0,10.0,LINKE
2019-08-11,4.0,8.0,156.0,5.0,47.0,10.0,LINKE
2019-08-12,4.0,6.0,159.0,5.0,46.0,10.0,LINKE
2019-08-13,4.0,6.0,158.0,5.0,43.0,11.0,LINKE
2019-08-14,4.0,6.0,160.0,5.0,42.0,11.0,LINKE
2019-08-15,3.0,6.0,165.0,5.0,44.0,10.0,LINKE
2019-08-16,3.0,5.0,165.0,5.0,43.0,10.0,LINKE
2019-08-17,2.0,5.0,160.0,5.0,44.0,9.0,LINKE
2019-08-18,2.0,5.0,161.0,5.0,43.0,9.0,LINKE
2019-08-19,2.0,5.0,165.0,5.0,43.0,9.0,LINKE
2019-08-20,2.0,5.0,160.0,5.0,43.0,10.0,LINKE
2019-08-21,2.0,5.0,156.0,5.0,45.0,10.0,LINKE
2019-08-22,2.0,5.0,146.0,5.0,48.0,10.0,LINKE
2019-08-23,2.0,5.0,147.0,5.0,49.0,10.0,LINKE
2019-08-24,2.0,5.0,149.0,5.0,48.0,10.0,LINKE
2019-08-25,2.0,5.0,146.0,6.0,46.0,9.0,LINKE
2019-08-26,2.0,5.0,144.0,6.0,44.0,8.0,LINKE
2019-08-27,2.0,4.0,142.0,6.0,44.0,8.0,LINKE
2019-08-28,2.0,4.0,143.0,6.0,45.0,9.0,LINKE
2019-08-29,2.0,4.0,144.0,6.0,45.0,9.0,LINKE
2019-08-30,2.0,4.0,142.0,6.0,45.0,9.0,LINKE
2019-08-31,2.0,4.0,140.0,6.0,48.0,12.0,LINKE
2019-09-01,2.0,4.0,138.0,4.0,46.0,10.0,LINKE
2019-09-02,2.0,3.0,138.0,4.0,46.0,10.0,LINKE
2019-09-03,1.0,3.0,139.0,3.0,44.0,10.0,LINKE
2019-09-04,3.0,3.0,140.0,3.0,43.0,10.0,LINKE
2019-09-05,4.0,3.0,145.0,3.0,43.0,10.0,LINKE
2019-09-06,3.0,3.0,147.0,3.0,43.0,9.0,LINKE
2019-09-07,3.0,3.0,142.0,3.0,42.0,9.0,LINKE
2019-09-08,3.0,3.0,142.0,3.0,42.0,9.0,LINKE
2019-09-09,3.0,3.0,139.0,2.0,42.0,9.0,LINKE
2019-09-10,4.0,4.0,143.0,2.0,43.0,9.0,LINKE
2019-09-11,4.0,4.0,146.0,2.0,44.0,9.0,LINKE
2019-09-12,4.0,4.0,147.0,3.0,44.0,9.0,LINKE
2019-09-13,4.0,4.0,148.0,3.0,43.0,9.0,LINKE
2019-09-14,4.0,4.0,145.0,3.0,43.0,9.0,LINKE
2019-09-15,4.0,3.0,145.0,3.0,42.0,8.0,LINKE
2019-09-16,4.0,3.0,147.0,4.0,41.0,8.0,LINKE
2019-09-17,5.0,2.0,145.0,4.0,40.0,8.0,LINKE
2019-09-18,5.0,2.0,146.0,5.0,43.0,9.0,LINKE
2019-09-19,5.0,3.0,147.0,5.0,49.0,9.0,LINKE
2019-09-20,5.0,4.0,146.0,5.0,51.0,8.0,LINKE
2019-09-21,5.0,4.0,146.0,5.0,51.0,8.0,LINKE
2019-09-22,5.0,4.0,147.0,4.0,50.0,8.0,LINKE
2019-09-23,5.0,4.0,147.0,4.0,50.0,8.0,LINKE
2019-09-24,5.0,6.0,150.0,4.0,52.0,10.0,LINKE
2019-09-25,5.0,7.0,156.0,4.0,55.0,11.0,LINKE
2019-09-26,5.0,6.0,159.0,4.0,55.0,11.0,LINKE
2019-09-27,6.0,7.0,164.0,4.0,56.0,11.0,LINKE
2019-09-28,6.0,7.0,165.0,4.0,54.0,11.0,LINKE
2019-09-29,6.0,7.0,166.0,4.0,54.0,11.0,LINKE
2019-09-30,6.0,7.0,170.0,4.0,53.0,12.0,LINKE
2019-10-01,6.0,7.0,175.0,4.0,53.0,12.0,LINKE
2019-10-02,6.0,7.0,175.0,4.0,54.0,13.0,LINKE
2019-10-03,6.0,7.0,174.0,4.0,56.0,14.0,LINKE
2019-10-04,6.0,7.0,170.0,4.0,56.0,15.0,LINKE
2019-10-05,6.0,7.0,169.0,4.0,55.0,14.0,LINKE
2019-10-06,6.0,7.0,168.0,4.0,54.0,14.0,LINKE
2019-10-07,6.0,7.0,168.0,4.0,55.0,14.0,LINKE
2019-10-08,6.0,7.0,171.0,4.0,57.0,15.0,LINKE
2019-10-09,6.0,7.0,174.0,4.0,57.0,15.0,LINKE
2019-10-10,6.0,7.0,175.0,5.0,57.0,15.0,LINKE
2019-10-11,6.0,7.0,177.0,5.0,56.0,15.0,LINKE
2019-10-12,6.0,7.0,178.0,5.0,57.0,15.0,LINKE
2019-10-13,6.0,7.0,174.0,5.0,58.0,15.0,LINKE
2019-10-14,6.0,7.0,170.0,5.0,56.0,15.0,LINKE
2019-10-15,6.0,7.0,174.0,5.0,57.0,15.0,LINKE
2019-10-16,6.0,7.0,177.0,5.0,57.0,15.0,LINKE
2019-10-17,6.0,8.0,175.0,5.0,57.0,16.0,LINKE
2019-10-18,7.0,8.0,172.0,5.0,57.0,16.0,LINKE
2019-10-19,7.0,8.0,172.0,6.0,58.0,15.0,LINKE
2019-10-20,7.0,8.0,171.0,6.0,56.0,15.0,LINKE
2019-10-21,7.0,8.0,174.0,6.0,53.0,15.0,LINKE
2019-10-22,7.0,8.0,175.0,6.0,53.0,15.0,LINKE
2019-10-23,7.0,8.0,171.0,6.0,54.0,15.0,LINKE
2019-10-24,7.0,9.0,176.0,5.0,55.0,15.0,LINKE
2019-10-25,7.0,9.0,180.0,5.0,58.0,17.0,LINKE
2019-10-26,7.0,10.0,179.0,5.0,58.0,17.0,LINKE
2019-10-27,7.0,10.0,177.0,5.0,57.0,16.0,LINKE
2019-10-28,7.0,11.0,179.0,5.0,59.0,17.0,LINKE
2019-10-29,7.0,11.0,182.0,6.0,62.0,18.0,LINKE
2019-10-30,7.0,11.0,182.0,6.0,61.0,16.0,LINKE
2019-10-31,7.0,11.0,182.0,7.0,60.0,16.0,LINKE
2019-11-01,7.0,12.0,180.0,7.0,62.0,16.0,LINKE
2019-11-02,7.0,12.0,179.0,7.0,62.0,16.0,LINKE
2019-11-03,5.0,12.0,176.0,7.0,63.0,16.0,LINKE
2019-11-04,4.0,13.0,175.0,7.0,63.0,16.0,LINKE
2019-11-05,4.0,13.0,170.0,7.0,61.0,16.0,LINKE
2019-11-06,4.0,13.0,176.0,7.0,61.0,16.0,LINKE
2019-11-07,4.0,13.0,186.0,7.0,62.0,16.0,LINKE
2019-11-08,4.0,13.0,189.0,8.0,65.0,16.0,LINKE
2019-11-09,3.0,12.0,191.0,8.0,66.0,16.0,LINKE
2019-11-10,3.0,12.0,188.0,8.0,65.0,16.0,LINKE
2019-11-11,3.0,12.0,190.0,7.0,65.0,16.0,LINKE
2019-11-12,3.0,12.0,190.0,8.0,66.0,16.0,LINKE
2019-11-13,3.0,12.0,195.0,8.0,67.0,16.0,LINKE
2019-11-14,3.0,13.0,196.0,8.0,72.0,19.0,LINKE
2019-11-15,3.0,13.0,196.0,7.0,72.0,19.0,LINKE
2019-11-16,2.0,13.0,197.0,7.0,74.0,21.0,LINKE
2019-11-17,2.0,13.0,194.0,6.0,72.0,20.0,LINKE
2019-11-18,2.0,12.0,195.0,6.0,67.0,20.0,LINKE
2019-11-19,2.0,11.0,192.0,6.0,64.0,20.0,LINKE
2019-11-20,3.0,11.0,197.0,6.0,65.0,20.0,LINKE
2019-11-21,3.0,11.0,197.0,6.0,65.0,20.0,LINKE
2019-11-22,3.0,11.0,196.0,6.0,65.0,20.0,LINKE
2019-11-23,3.0,9.0,192.0,6.0,62.0,19.0,LINKE
2019-11-24,4.0,8.0,185.0,6.0,61.0,18.0,LINKE
2019-11-25,4.0,8.0,184.0,6.0,84.0,21.0,LINKE
2019-11-26,3.0,7.0,177.0,6.0,84.0,21.0,LINKE
2019-11-27,3.0,7.0,179.0,6.0,81.0,22.0,LINKE
2019-11-28,3.0,7.0,187.0,6.0,85.0,22.0,LINKE
2019-11-29,3.0,7.0,183.0,6.0,86.0,21.0,LINKE
2019-11-30,3.0,7.0,181.0,6.0,87.0,21.0,LINKE
2019-12-01,3.0,7.0,179.0,6.0,87.0,20.0,LINKE
2019-12-02,3.0,7.0,182.0,6.0,85.0,19.0,LINKE
2019-12-03,3.0,7.0,186.0,6.0,83.0,18.0,LINKE
2019-12-04,3.0,7.0,188.0,6.0,83.0,18.0,LINKE
2019-12-05,3.0,7.0,193.0,6.0,86.0,18.0,LINKE
2019-12-06,3.0,7.0,192.0,6.0,87.0,18.0,LINKE
2019-12-07,3.0,7.0,193.0,6.0,87.0,17.0,LINKE
2019-12-08,3.0,7.0,189.0,6.0,88.0,17.0,LINKE
2019-12-09,3.0,7.0,189.0,5.0,91.0,17.0,LINKE
2019-12-10,3.0,7.0,186.0,5.0,93.0,17.0,LINKE
2019-12-11,3.0,7.0,191.0,5.0,92.0,16.0,LINKE
2019-12-12,3.0,7.0,198.0,5.0,94.0,16.0,LINKE
2019-12-13,3.0,7.0,198.0,5.0,94.0,16.0,LINKE
2019-12-14,3.0,7.0,194.0,5.0,93.0,16.0,LINKE
2019-12-15,3.0,7.0,192.0,5.0,91.0,17.0,LINKE
2019-12-16,3.0,6.0,193.0,5.0,91.0,17.0,LINKE
2019-12-17,2.0,6.0,193.0,5.0,93.0,17.0,LINKE
2019-12-18,2.0,7.0,199.0,4.0,97.0,18.0,LINKE
2019-12-19,2.0,7.0,201.0,4.0,97.0,18.0,LINKE
2019-12-20,2.0,7.0,200.0,4.0,99.0,19.0,LINKE
2019-12-21,2.0,8.0,196.0,4.0,98.0,19.0,LINKE
2019-12-22,2.0,8.0,195.0,4.0,97.0,19.0,LINKE
2019-12-23,2.0,7.0,192.0,4.0,96.0,19.0,LINKE
2019-12-24,2.0,7.0,187.0,4.0,93.0,17.0,LINKE
2019-12-25,2.0,6.0,186.0,4.0,93.0,17.0,LINKE
2019-12-26,2.0,6.0,189.0,4.0,93.0,17.0,LINKE
2019-12-27,2.0,5.0,189.0,4.0,91.0,16.0,LINKE
2019-12-28,2.0,5.0,188.0,3.0,88.0,15.0,LINKE
2019-12-29,2.0,5.0,187.0,3.0,87.0,14.0,LINKE
2019-12-30,2.0,5.0,185.0,2.0,87.0,14.0,LINKE
2019-12-31,2.0,4.0,186.0,2.0,86.0,14.0,LINKE
2020-01-01,2.0,4.0,187.0,2.0,86.0,14.0,LINKE
2020-01-02,2.0,4.0,190.0,2.0,85.0,14.0,LINKE
2020-01-03,2.0,3.0,188.0,2.0,88.0,14.0,LINKE
2020-01-04,2.0,3.0,188.0,2.0,88.0,14.0,LINKE
2020-01-05,2.0,3.0,182.0,2.0,88.0,14.0,LINKE
2020-01-06,2.0,3.0,172.0,2.0,88.0,14.0,LINKE
2020-01-07,2.0,3.0,169.0,1.0,85.0,14.0,LINKE
2020-01-08,2.0,3.0,164.0,1.0,83.0,14.0,LINKE
2020-01-09,2.0,3.0,166.0,1.0,83.0,14.0,LINKE
2020-01-10,2.0,3.0,166.0,1.0,83.0,14.0,LINKE
2020-01-11,2.0,3.0,165.0,0.0,82.0,14.0,LINKE
2020-01-12,2.0,3.0,160.0,0.0,80.0,14.0,LINKE
2020-01-13,2.0,2.0,158.0,1.0,75.0,11.0,LINKE
2020-01-14,2.0,3.0,157.0,1.0,77.0,12.0,LINKE
2020-01-15,2.0,4.0,161.0,1.0,74.0,10.0,LINKE
2020-01-16,2.0,4.0,169.0,1.0,74.0,10.0,LINKE
2020-01-17,2.0,4.0,169.0,1.0,76.0,10.0,LINKE
2020-01-18,2.0,5.0,170.0,1.0,77.0,10.0,LINKE
2020-01-19,1.0,5.0,165.0,1.0,76.0,10.0,LINKE
2020-01-20,1.0,6.0,165.0,2.0,82.0,11.0,LINKE
2020-01-21,1.0,6.0,167.0,2.0,86.0,12.0,LINKE
2020-01-22,1.0,6.0,169.0,2.0,87.0,11.0,LINKE
2020-01-23,0.0,6.0,168.0,2.0,87.0,11.0,LINKE
2020-01-24,0.0,6.0,169.0,2.0,65.0,8.0,LINKE
2020-01-25,0.0,6.0,175.0,2.0,67.0,10.0,LINKE
2020-01-26,0.0,6.0,170.0,2.0,67.0,10.0,LINKE
2020-01-27,0.0,6.0,161.0,2.0,64.0,12.0,LINKE
2020-01-28,0.0,6.0,162.0,2.0,63.0,12.0,LINKE
2020-01-29,0.0,7.0,158.0,2.0,61.0,12.0,LINKE
2020-01-30,0.0,8.0,166.0,2.0,64.0,14.0,LINKE
2020-01-31,0.0,10.0,165.0,2.0,66.0,14.0,LINKE
2020-02-01,0.0,10.0,162.0,2.0,67.0,14.0,LINKE
2020-02-02,0.0,11.0,165.0,2.0,67.0,14.0,LINKE
2020-02-03,0.0,11.0,161.0,2.0,64.0,14.0,LINKE
2020-02-04,0.0,11.0,160.0,2.0,62.0,14.0,LINKE
2020-02-05,0.0,11.0,159.0,2.0,61.0,14.0,LINKE
2020-02-06,0.0,11.0,164.0,2.0,63.0,14.0,LINKE
2020-02-07,0.0,11.0,163.0,2.0,61.0,14.0,LINKE
2020-02-08,0.0,11.0,160.0,2.0,59.0,14.0,LINKE
2020-02-09,0.0,11.0,154.0,2.0,58.0,14.0,LINKE
2020-02-10,0.0,11.0,150.0,2.0,55.0,14.0,LINKE
2020-02-11,0.0,11.0,153.0,2.0,57.0,14.0,LINKE
2020-02-12,0.0,11.0,154.0,2.0,58.0,15.0,LINKE
2020-02-13,0.0,11.0,155.0,2.0,58.0,15.0,LINKE
2020-02-14,0.0,12.0,157.0,2.0,62.0,14.0,LINKE
2020-02-15,0.0,12.0,156.0,2.0,60.0,14.0,LINKE
2020-02-16,0.0,11.0,150.0,2.0,55.0,13.0,LINKE
2020-02-17,0.0,11.0,146.0,2.0,55.0,14.0,LINKE
2020-02-18,0.0,11.0,150.0,2.0,53.0,15.0,LINKE
2020-02-19,0.0,10.0,151.0,2.0,54.0,16.0,LINKE
2020-02-20,0.0,10.0,155.0,2.0,53.0,16.0,LINKE
2020-02-21,0.0,10.0,153.0,2.0,53.0,16.0,LINKE
2020-02-22,0.0,10.0,154.0,2.0,54.0,17.0,LINKE
2020-02-23,0.0,10.0,159.0,2.0,54.0,17.0,LINKE
2020-02-24,0.0,10.0,161.0,2.0,55.0,19.0,LINKE
2020-02-25,0.0,10.0,160.0,3.0,55.0,19.0,LINKE
2020-02-26,0.0,10.0,158.0,3.0,57.0,20.0,LINKE
2020-02-27,0.0,10.0,159.0,3.0,57.0,20.0,LINKE
2020-02-28,0.0,10.0,161.0,3.0,60.0,20.0,LINKE
2020-02-29,0.0,10.0,161.0,3.0,59.0,20.0,LINKE
2020-03-01,0.0,10.0,164.0,3.0,61.0,21.0,LINKE
2020-03-02,0.0,10.0,164.0,3.0,61.0,21.0,LINKE
2020-03-03,0.0,10.0,168.0,3.0,59.0,21.0,LINKE
2020-03-04,0.0,10.0,171.0,3.0,60.0,21.0,LINKE
2020-03-05,0.0,10.0,170.0,3.0,63.0,21.0,LINKE
2020-03-06,1.0,11.0,172.0,4.0,73.0,22.0,LINKE
2020-03-07,2.0,11.0,173.0,6.0,78.0,22.0,LINKE
2020-03-08,3.0,15.0,172.0,8.0,102.0,24.0,LINKE
2020-03-09,3.0,15.0,170.0,9.0,105.0,24.0,LINKE
2020-03-10,3.0,15.0,168.0,9.0,106.0,25.0,LINKE
2020-03-11,3.0,15.0,173.0,9.0,108.0,26.0,LINKE
2020-03-12,3.0,15.0,175.0,9.0,108.0,26.0,LINKE
2020-03-13,3.0,15.0,177.0,8.0,108.0,26.0,LINKE
2020-03-14,3.0,14.0,172.0,8.0,106.0,25.0,LINKE
2020-03-15,3.0,13.0,169.0,8.0,106.0,25.0,LINKE
2020-03-16,3.0,13.0,167.0,8.0,105.0,26.0,LINKE
2020-03-17,7.0,15.0,178.0,8.0,109.0,31.0,LINKE
2020-03-18,8.0,14.0,183.0,8.0,110.0,32.0,LINKE
2020-03-19,8.0,14.0,185.0,8.0,112.0,32.0,LINKE
2020-03-20,8.0,13.0,188.0,7.0,110.0,31.0,LINKE
2020-03-21,8.0,13.0,186.0,7.0,107.0,30.0,LINKE
2020-03-22,8.0,13.0,187.0,7.0,108.0,30.0,LINKE
2020-03-23,8.0,13.0,197.0,7.0,106.0,30.0,LINKE
2020-03-24,8.0,13.0,197.0,7.0,109.0,30.0,LINKE
2020-03-25,8.0,13.0,196.0,7.0,108.0,29.0,LINKE
2020-03-26,8.0,14.0,202.0,8.0,109.0,28.0,LINKE
2020-03-27,8.0,15.0,206.0,8.0,112.0,26.0,LINKE
2020-03-28,8.0,15.0,208.0,8.0,115.0,26.0,LINKE
2020-03-29,8.0,14.0,209.0,8.0,115.0,26.0,LINKE
2020-03-30,8.0,13.0,206.0,8.0,111.0,24.0,LINKE
2020-03-31,8.0,11.0,208.0,8.0,110.0,24.0,LINKE
2020-04-01,8.0,11.0,209.0,8.0,109.0,24.0,LINKE
2020-04-02,8.0,10.0,205.0,8.0,109.0,24.0,LINKE
2020-04-03,8.0,10.0,210.0,8.0,111.0,24.0,LINKE
2020-04-04,8.0,10.0,214.0,8.0,111.0,24.0,LINKE
2020-04-05,8.0,11.0,215.0,8.0,111.0,25.0,LINKE
2020-04-06,8.0,11.0,212.0,8.0,108.0,25.0,LINKE
2020-04-07,8.0,11.0,218.0,8.0,107.0,25.0,LINKE
2020-04-08,8.0,11.0,224.0,8.0,107.0,25.0,LINKE
